model,dataset,max_tokens,file_type,source_file,missing_text_rows,n_rows,tokens_sum,tokens_mean,tokens_median,tokens_p95,tokens_min,tokens_max
DeepSeek-R1-0528-Qwen3-8B,asdiv,1024,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max1024/initial_inference.jsonl,0,2023,1685411.0,833.1245674740485,801.0,2049.0,58.0,3074.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,1024,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max1024/post_hint_inference.jsonl,0,224,212698.0,949.5446428571429,1023.5,2303.7,37.0,3074.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,1536,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max1536/hints.jsonl,0,190,60973.0,320.91052631578947,33.0,1548.1,1.0,1621.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,1536,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max1536/initial_inference.jsonl,0,2023,2078699.0,1027.5328719723184,840.0,2550.4999999999936,47.0,4610.0
DeepSeek-R1-0528-Qwen3-8B,asdiv,1536,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/asdiv/max1536/post_hint_inference.jsonl,0,190,236245.0,1243.3947368421052,1112.5,3073.0,59.0,4610.0
DeepSeek-R1-Distill-Llama-8B,asdiv,256,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max256/hints.jsonl,0,148,35197.0,237.81756756756758,257.0,265.0,23.0,279.0
DeepSeek-R1-Distill-Llama-8B,asdiv,256,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max256/initial_inference.jsonl,0,2023,406131.0,200.75679683638162,156.0,496.89999999999986,36.0,769.0
DeepSeek-R1-Distill-Llama-8B,asdiv,256,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max256/post_hint_inference.jsonl,0,148,33425.0,225.84459459459458,208.5,513.0,45.0,769.0
DeepSeek-R1-Distill-Llama-8B,asdiv,512,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max512/hints.jsonl,0,179,31357.0,175.17877094972067,49.0,527.0,24.0,547.0
DeepSeek-R1-Distill-Llama-8B,asdiv,512,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max512/initial_inference.jsonl,0,2023,444188.0,219.56895699456254,152.0,512.0,32.0,1535.0
DeepSeek-R1-Distill-Llama-8B,asdiv,512,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max512/post_hint_inference.jsonl,0,179,53914.0,301.195530726257,213.0,983.3,58.0,1390.0
DeepSeek-R1-Distill-Llama-8B,asdiv,1024,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max1024/hints.jsonl,0,177,21210.0,119.83050847457628,44.0,1028.2,18.0,1072.0
DeepSeek-R1-Distill-Llama-8B,asdiv,1024,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max1024/initial_inference.jsonl,0,2023,433271.0,214.17251606524962,152.0,524.7999999999997,30.0,2907.0
DeepSeek-R1-Distill-Llama-8B,asdiv,1024,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max1024/post_hint_inference.jsonl,0,177,50084.0,282.96045197740114,213.0,825.7999999999988,58.0,1938.0
DeepSeek-R1-Distill-Llama-8B,asdiv,1536,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max1536/hints.jsonl,0,181,22874.0,126.37569060773481,41.0,1536.0,18.0,1589.0
DeepSeek-R1-Distill-Llama-8B,asdiv,1536,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max1536/initial_inference.jsonl,0,2023,454592.0,224.71181413741968,158.0,533.0999999999988,33.0,3507.0
DeepSeek-R1-Distill-Llama-8B,asdiv,1536,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max1536/post_hint_inference.jsonl,0,181,51481.0,284.42541436464086,182.0,810.0,38.0,1951.0
DeepSeek-R1-Distill-Llama-8B,asdiv,2048,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max2048/hints.jsonl,0,170,19509.0,114.75882352941177,44.0,71.74999999999991,20.0,2147.0
DeepSeek-R1-Distill-Llama-8B,asdiv,2048,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max2048/initial_inference.jsonl,0,2023,448606.0,221.75284231339594,155.0,541.0,32.0,4849.0
DeepSeek-R1-Distill-Llama-8B,asdiv,2048,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/asdiv/max2048/post_hint_inference.jsonl,0,170,53138.0,312.5764705882353,200.5,658.9499999999998,67.0,5102.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,256,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max256/hints.jsonl,0,126,29418.0,233.47619047619048,256.0,264.0,20.0,282.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,256,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max256/initial_inference.jsonl,0,2023,443626.0,219.29115175481957,197.0,511.0,33.0,770.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,256,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max256/post_hint_inference.jsonl,0,126,37536.0,297.9047619047619,256.0,701.5,72.0,770.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,512,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max512/hints.jsonl,0,142,21966.0,154.69014084507043,52.5,516.0,13.0,528.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,512,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max512/initial_inference.jsonl,0,2023,494453.0,244.41571922886803,199.0,512.0,24.0,1538.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,512,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max512/post_hint_inference.jsonl,0,142,46820.0,329.71830985915494,256.5,942.8999999999997,58.0,1488.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,1024,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max1024/hints.jsonl,0,134,11853.0,88.45522388059702,46.5,103.09999999999997,18.0,1072.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,1024,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max1024/initial_inference.jsonl,0,2023,489761.0,242.09639149777558,203.0,524.0,33.0,2691.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,1024,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max1024/post_hint_inference.jsonl,0,134,49141.0,366.7238805970149,276.5,913.7,38.0,2047.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,1536,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max1536/hints.jsonl,0,143,14512.0,101.48251748251748,47.0,97.9,18.0,1600.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,1536,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max1536/initial_inference.jsonl,0,2023,489109.0,241.7740978744439,194.0,538.7999999999997,36.0,4095.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,1536,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max1536/post_hint_inference.jsonl,0,143,54438.0,380.68531468531467,296.0,875.3000000000005,67.0,3621.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,2048,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max2048/hints.jsonl,0,139,8949.0,64.38129496402878,47.0,91.39999999999998,18.0,2049.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,2048,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max2048/initial_inference.jsonl,0,2023,478368.0,236.46465645081562,198.0,508.6999999999996,28.0,2048.0
DeepSeek-R1-Distill-Qwen-1.5B,asdiv,2048,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/asdiv/max2048/post_hint_inference.jsonl,0,139,50296.0,361.841726618705,269.0,1007.7999999999993,57.0,2048.0
Meta-Llama-3.1-8B-Instruct,asdiv,256,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max256/hints.jsonl,0,181,8781.0,48.51381215469613,47.0,71.0,23.0,89.0
Meta-Llama-3.1-8B-Instruct,asdiv,256,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max256/initial_inference.jsonl,0,2023,166526.0,82.31636183885318,64.0,168.89999999999986,24.0,512.0
Meta-Llama-3.1-8B-Instruct,asdiv,256,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max256/post_hint_inference.jsonl,0,181,27431.0,151.55248618784532,123.0,322.0,44.0,510.0
Meta-Llama-3.1-8B-Instruct,asdiv,512,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max512/hints.jsonl,0,176,8758.0,49.76136363636363,47.0,74.25,27.0,93.0
Meta-Llama-3.1-8B-Instruct,asdiv,512,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max512/initial_inference.jsonl,0,2023,171150.0,84.60207612456747,64.0,163.0,24.0,1531.0
Meta-Llama-3.1-8B-Instruct,asdiv,512,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max512/post_hint_inference.jsonl,0,176,31879.0,181.1306818181818,128.0,536.25,43.0,1022.0
Meta-Llama-3.1-8B-Instruct,asdiv,1024,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max1024/hints.jsonl,0,180,8930.0,49.611111111111114,47.0,77.04999999999998,19.0,98.0
Meta-Llama-3.1-8B-Instruct,asdiv,1024,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max1024/initial_inference.jsonl,0,2023,189798.0,93.82006920415225,64.0,169.0,26.0,2101.0
Meta-Llama-3.1-8B-Instruct,asdiv,1024,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max1024/post_hint_inference.jsonl,0,180,38129.0,211.82777777777778,128.5,797.1499999999976,46.0,2046.0
Meta-Llama-3.1-8B-Instruct,asdiv,1536,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max1536/hints.jsonl,0,187,9100.0,48.663101604278076,46.0,76.69999999999999,21.0,101.0
Meta-Llama-3.1-8B-Instruct,asdiv,1536,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max1536/initial_inference.jsonl,0,2023,214569.0,106.06475531389026,65.0,165.0,24.0,3070.0
Meta-Llama-3.1-8B-Instruct,asdiv,1536,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max1536/post_hint_inference.jsonl,0,187,57887.0,309.5561497326203,136.0,1578.1,45.0,3072.0
Meta-Llama-3.1-8B-Instruct,asdiv,2048,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max2048/hints.jsonl,0,173,8360.0,48.323699421965316,45.0,74.80000000000001,24.0,102.0
Meta-Llama-3.1-8B-Instruct,asdiv,2048,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max2048/initial_inference.jsonl,0,2023,227542.0,112.47750865051903,64.0,168.89999999999986,27.0,4097.0
Meta-Llama-3.1-8B-Instruct,asdiv,2048,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/asdiv/max2048/post_hint_inference.jsonl,0,173,50165.0,289.97109826589593,127.0,1450.2000000000057,41.0,4094.0
Phi-4-mini-instruct,asdiv,256,hints,results/all_results/Phi-4-mini-instruct/asdiv/max256/hints.jsonl,0,105,3263.0,31.076190476190476,29.0,56.999999999999986,1.0,84.0
Phi-4-mini-instruct,asdiv,256,initial,results/all_results/Phi-4-mini-instruct/asdiv/max256/initial_inference.jsonl,0,2023,170306.0,84.18487394957984,65.0,180.79999999999973,27.0,763.0
Phi-4-mini-instruct,asdiv,256,post_hint,results/all_results/Phi-4-mini-instruct/asdiv/max256/post_hint_inference.jsonl,0,105,17471.0,166.3904761904762,114.0,501.8,41.0,749.0
Phi-4-mini-instruct,asdiv,512,hints,results/all_results/Phi-4-mini-instruct/asdiv/max512/hints.jsonl,0,103,3444.0,33.43689320388349,32.0,50.0,15.0,74.0
Phi-4-mini-instruct,asdiv,512,initial,results/all_results/Phi-4-mini-instruct/asdiv/max512/initial_inference.jsonl,0,2023,186831.0,92.3534354918438,65.0,190.59999999999945,34.0,1359.0
Phi-4-mini-instruct,asdiv,512,post_hint,results/all_results/Phi-4-mini-instruct/asdiv/max512/post_hint_inference.jsonl,0,103,23785.0,230.92233009708738,121.0,509.9,24.0,1020.0
Phi-4-mini-instruct,asdiv,1024,hints,results/all_results/Phi-4-mini-instruct/asdiv/max1024/hints.jsonl,0,112,3642.0,32.517857142857146,31.0,53.44999999999999,16.0,72.0
Phi-4-mini-instruct,asdiv,1024,initial,results/all_results/Phi-4-mini-instruct/asdiv/max1024/initial_inference.jsonl,0,2023,220235.0,108.8655462184874,65.0,183.89999999999986,25.0,1022.0
Phi-4-mini-instruct,asdiv,1024,post_hint,results/all_results/Phi-4-mini-instruct/asdiv/max1024/post_hint_inference.jsonl,0,112,48981.0,437.33035714285717,142.5,1017.3499999999999,49.0,1021.0
Phi-4-mini-instruct,asdiv,1536,hints,results/all_results/Phi-4-mini-instruct/asdiv/max1536/hints.jsonl,0,113,3776.0,33.415929203539825,31.0,57.599999999999966,13.0,87.0
Phi-4-mini-instruct,asdiv,1536,initial,results/all_results/Phi-4-mini-instruct/asdiv/max1536/initial_inference.jsonl,0,2023,274431.0,135.65546218487395,65.0,214.89999999999986,27.0,3003.0
Phi-4-mini-instruct,asdiv,1536,post_hint,results/all_results/Phi-4-mini-instruct/asdiv/max1536/post_hint_inference.jsonl,0,113,56180.0,497.16814159292034,132.0,1519.8,23.0,1528.0
Phi-4-mini-instruct,asdiv,2048,hints,results/all_results/Phi-4-mini-instruct/asdiv/max2048/hints.jsonl,0,105,3475.0,33.095238095238095,30.0,56.39999999999999,1.0,81.0
Phi-4-mini-instruct,asdiv,2048,initial,results/all_results/Phi-4-mini-instruct/asdiv/max2048/initial_inference.jsonl,0,2023,312362.0,154.40533860603065,65.0,199.79999999999973,24.0,4031.0
Phi-4-mini-instruct,asdiv,2048,post_hint,results/all_results/Phi-4-mini-instruct/asdiv/max2048/post_hint_inference.jsonl,0,105,73912.0,703.9238095238095,124.0,2031.6,48.0,3973.0
Phi-4-mini-reasoning,asdiv,256,hints,results/all_results/Phi-4-mini-reasoning/asdiv/max256/hints.jsonl,0,75,18348.0,244.64,259.0,269.0,19.0,272.0
Phi-4-mini-reasoning,asdiv,256,initial,results/all_results/Phi-4-mini-reasoning/asdiv/max256/initial_inference.jsonl,0,2023,530844.0,262.4043499752842,256.0,256.0,250.0,770.0
Phi-4-mini-reasoning,asdiv,256,post_hint,results/all_results/Phi-4-mini-reasoning/asdiv/max256/post_hint_inference.jsonl,0,75,20984.0,279.7866666666667,256.0,333.0999999999993,253.0,770.0
Phi-4-mini-reasoning,asdiv,512,hints,results/all_results/Phi-4-mini-reasoning/asdiv/max512/hints.jsonl,0,112,38968.0,347.92857142857144,513.0,529.0,1.0,537.0
Phi-4-mini-reasoning,asdiv,512,initial,results/all_results/Phi-4-mini-reasoning/asdiv/max512/initial_inference.jsonl,0,2023,1065105.0,526.4977755808205,509.0,512.0,494.0,1538.0
Phi-4-mini-reasoning,asdiv,512,post_hint,results/all_results/Phi-4-mini-reasoning/asdiv/max512/post_hint_inference.jsonl,0,112,61830.0,552.0535714285714,512.0,1024.0,506.0,1025.0
Phi-4-mini-reasoning,asdiv,1024,hints,results/all_results/Phi-4-mini-reasoning/asdiv/max1024/hints.jsonl,0,117,71283.0,609.2564102564103,1024.0,1063.0,15.0,1087.0
Phi-4-mini-reasoning,asdiv,1024,initial,results/all_results/Phi-4-mini-reasoning/asdiv/max1024/initial_inference.jsonl,0,2023,2096455.0,1036.3099357390015,1018.0,1024.0,992.0,3073.0
Phi-4-mini-reasoning,asdiv,1536,hints,results/all_results/Phi-4-mini-reasoning/asdiv/max1536/hints.jsonl,0,111,68133.0,613.8108108108108,51.0,1583.5,1.0,1641.0
Phi-4-mini-reasoning,asdiv,1536,initial,results/all_results/Phi-4-mini-reasoning/asdiv/max1536/initial_inference.jsonl,0,2023,3103168.0,1533.9436480474542,1525.0,1536.0,1479.0,4609.0
Phi-4-mini-reasoning,asdiv,2048,initial,results/all_results/Phi-4-mini-reasoning/asdiv/max2048/initial_inference.jsonl,0,2023,4126456.0,2039.7706376668314,2033.0,2048.0,1754.0,4097.0
Qwen2.5-Math-1.5B-instruct,asdiv,256,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max256/hints.jsonl,0,62,12133.0,195.69354838709677,221.5,260.95,20.0,266.0
Qwen2.5-Math-1.5B-instruct,asdiv,256,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max256/initial_inference.jsonl,0,2023,385940.0,190.77607513593674,176.0,280.0,24.0,770.0
Qwen2.5-Math-1.5B-instruct,asdiv,256,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max256/post_hint_inference.jsonl,0,62,12997.0,209.6290322580645,219.0,256.0,26.0,769.0
Qwen2.5-Math-1.5B-instruct,asdiv,512,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max512/hints.jsonl,0,76,23369.0,307.4868421052632,303.5,513.25,28.0,521.0
Qwen2.5-Math-1.5B-instruct,asdiv,512,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max512/initial_inference.jsonl,0,2023,391384.0,193.46712802768167,175.0,335.89999999999986,24.0,1536.0
Qwen2.5-Math-1.5B-instruct,asdiv,512,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max512/post_hint_inference.jsonl,0,76,22892.0,301.2105263157895,259.0,512.0,24.0,1246.0
Qwen2.5-Math-1.5B-instruct,asdiv,1024,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max1024/hints.jsonl,0,92,33141.0,360.2282608695652,299.5,1024.0,24.0,1078.0
Qwen2.5-Math-1.5B-instruct,asdiv,1024,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max1024/initial_inference.jsonl,0,2023,404777.0,200.08749382105785,175.0,347.0,24.0,2107.0
Qwen2.5-Math-1.5B-instruct,asdiv,1024,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max1024/post_hint_inference.jsonl,0,92,43611.0,474.0326086956522,262.5,1024.0,24.0,3072.0
Qwen2.5-Math-1.5B-instruct,asdiv,1536,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max1536/hints.jsonl,0,85,47385.0,557.4705882352941,351.0,1538.0,29.0,1703.0
Qwen2.5-Math-1.5B-instruct,asdiv,1536,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max1536/initial_inference.jsonl,0,2023,406270.0,200.82550667325754,174.0,348.6999999999996,29.0,3100.0
Qwen2.5-Math-1.5B-instruct,asdiv,1536,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max1536/post_hint_inference.jsonl,0,85,50767.0,597.2588235294118,281.0,1536.0,23.0,1814.0
Qwen2.5-Math-1.5B-instruct,asdiv,2048,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max2048/hints.jsonl,0,89,42142.0,473.5056179775281,304.0,2048.0,24.0,2105.0
Qwen2.5-Math-1.5B-instruct,asdiv,2048,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max2048/initial_inference.jsonl,0,2023,408251.0,201.8047454275828,176.0,357.0,25.0,4129.0
Qwen2.5-Math-1.5B-instruct,asdiv,2048,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/asdiv/max2048/post_hint_inference.jsonl,0,89,84997.0,955.0224719101124,274.0,3994.9999999999986,25.0,6145.0
Qwen2.5-Math-7B-instruct,asdiv,256,hints,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max256/hints.jsonl,0,83,20129.0,242.51807228915663,258.0,270.9,34.0,273.0
Qwen2.5-Math-7B-instruct,asdiv,256,initial,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max256/initial_inference.jsonl,0,2023,425709.0,210.43450321304994,175.0,515.0,24.0,785.0
Qwen2.5-Math-7B-instruct,asdiv,256,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max256/post_hint_inference.jsonl,0,83,24448.0,294.5542168674699,266.0,539.6999999999999,32.0,769.0
Qwen2.5-Math-7B-instruct,asdiv,512,hints,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max512/hints.jsonl,0,63,27097.0,430.1111111111111,515.0,531.8,32.0,535.0
Qwen2.5-Math-7B-instruct,asdiv,512,initial,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max512/initial_inference.jsonl,0,2023,404705.0,200.05190311418684,174.0,376.0,25.0,1536.0
Qwen2.5-Math-7B-instruct,asdiv,512,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max512/post_hint_inference.jsonl,0,63,28348.0,449.968253968254,529.0,540.9,28.0,1050.0
Qwen2.5-Math-7B-instruct,asdiv,1024,hints,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max1024/hints.jsonl,0,57,34677.0,608.3684210526316,456.0,1059.6,32.0,1070.0
Qwen2.5-Math-7B-instruct,asdiv,1024,initial,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max1024/initial_inference.jsonl,0,2023,411810.0,203.56401384083046,174.0,363.0,24.0,2058.0
Qwen2.5-Math-7B-instruct,asdiv,1024,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max1024/post_hint_inference.jsonl,0,57,40793.0,715.6666666666666,1049.0,1069.0,81.0,1070.0
Qwen2.5-Math-7B-instruct,asdiv,1536,hints,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max1536/hints.jsonl,0,58,49130.0,847.0689655172414,491.0,1596.6,48.0,1614.0
Qwen2.5-Math-7B-instruct,asdiv,1536,initial,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max1536/initial_inference.jsonl,0,2023,438307.0,216.66188828472565,177.0,385.0,24.0,3105.0
Qwen2.5-Math-7B-instruct,asdiv,1536,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max1536/post_hint_inference.jsonl,0,58,59822.0,1031.4137931034484,1573.5,1597.0,90.0,1602.0
Qwen2.5-Math-7B-instruct,asdiv,2048,hints,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max2048/hints.jsonl,0,63,71848.0,1140.4444444444443,456.0,2129.9,43.0,2150.0
Qwen2.5-Math-7B-instruct,asdiv,2048,initial,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max2048/initial_inference.jsonl,0,2023,433459.0,214.26544735541276,175.0,367.0,24.0,2257.0
Qwen2.5-Math-7B-instruct,asdiv,2048,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/asdiv/max2048/post_hint_inference.jsonl,0,63,96460.0,1531.111111111111,2101.0,2122.8,90.0,2136.0
gemma-2-2b-it,asdiv,256,hints,results/all_results/gemma-2-2b-it/asdiv/max256/hints.jsonl,0,374,12447.0,33.280748663101605,32.0,52.349999999999966,15.0,72.0
gemma-2-2b-it,asdiv,256,initial,results/all_results/gemma-2-2b-it/asdiv/max256/initial_inference.jsonl,0,2023,117681.0,58.17152743450321,51.0,102.0,21.0,274.0
gemma-2-2b-it,asdiv,256,post_hint,results/all_results/gemma-2-2b-it/asdiv/max256/post_hint_inference.jsonl,0,374,28160.0,75.29411764705883,67.0,146.0,19.0,273.0
gemma-2-2b-it,asdiv,512,hints,results/all_results/gemma-2-2b-it/asdiv/max512/hints.jsonl,0,398,13905.0,34.937185929648244,33.0,56.0,15.0,74.0
gemma-2-2b-it,asdiv,512,initial,results/all_results/gemma-2-2b-it/asdiv/max512/initial_inference.jsonl,0,2023,117176.0,57.92189817103312,51.0,101.0,21.0,534.0
gemma-2-2b-it,asdiv,512,post_hint,results/all_results/gemma-2-2b-it/asdiv/max512/post_hint_inference.jsonl,0,398,31636.0,79.48743718592965,70.0,140.04999999999984,28.0,526.0
gemma-2-2b-it,asdiv,1024,hints,results/all_results/gemma-2-2b-it/asdiv/max1024/hints.jsonl,0,397,13676.0,34.448362720403026,33.0,54.19999999999999,14.0,69.0
gemma-2-2b-it,asdiv,1024,initial,results/all_results/gemma-2-2b-it/asdiv/max1024/initial_inference.jsonl,0,2023,116843.0,57.75729115175482,51.0,102.0,21.0,1039.0
gemma-2-2b-it,asdiv,1024,post_hint,results/all_results/gemma-2-2b-it/asdiv/max1024/post_hint_inference.jsonl,0,397,31433.0,79.17632241813602,71.0,158.39999999999998,21.0,313.0
gemma-2-2b-it,asdiv,1536,hints,results/all_results/gemma-2-2b-it/asdiv/max1536/hints.jsonl,0,390,13090.0,33.56410256410256,32.0,53.09999999999991,15.0,77.0
gemma-2-2b-it,asdiv,1536,initial,results/all_results/gemma-2-2b-it/asdiv/max1536/initial_inference.jsonl,0,2023,119843.0,59.24023727137914,51.0,103.0,20.0,1555.0
gemma-2-2b-it,asdiv,1536,post_hint,results/all_results/gemma-2-2b-it/asdiv/max1536/post_hint_inference.jsonl,0,390,32316.0,82.86153846153846,71.0,147.0,27.0,1531.0
gemma-2-2b-it,asdiv,2048,hints,results/all_results/gemma-2-2b-it/asdiv/max2048/hints.jsonl,0,385,13238.0,34.384415584415585,33.0,55.0,12.0,76.0
gemma-2-2b-it,asdiv,2048,initial,results/all_results/gemma-2-2b-it/asdiv/max2048/initial_inference.jsonl,0,2023,120276.0,59.45427582797825,51.0,105.0,21.0,2067.0
gemma-2-2b-it,asdiv,2048,post_hint,results/all_results/gemma-2-2b-it/asdiv/max2048/post_hint_inference.jsonl,0,385,29855.0,77.54545454545455,70.0,139.79999999999995,21.0,247.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,256,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max256/hints.jsonl,0,95,22510.0,236.94736842105263,256.0,259.0,1.0,265.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,256,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max256/initial_inference.jsonl,0,1319,515853.0,391.0940106141016,345.0,755.1999999999998,65.0,770.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,256,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max256/post_hint_inference.jsonl,0,95,32562.0,342.7578947368421,256.0,736.2,55.0,770.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,512,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max512/hints.jsonl,0,116,25297.0,218.07758620689654,51.5,518.0,1.0,533.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,512,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max512/initial_inference.jsonl,0,1319,830500.0,629.6436694465505,512.0,1348.1,63.0,1538.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,512,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max512/post_hint_inference.jsonl,0,116,78247.0,674.5431034482758,512.0,1537.0,142.0,1538.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,1024,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max1024/hints.jsonl,0,123,47950.0,389.8373983739837,49.0,1039.8,1.0,1064.0
